barcode,medicine_id
8699546355174,MED107
8699546385492,MED292
8699546705757,MED023
8699546705795,MED089
8699546705801,MED089
8699546754892,MED243
8699546755141,MED106
8699548013010,MED977
8699548030864,MED130
8699548033162,MED054
8699548090479,MED130
8699548093050,MED907
8699548093159,MED053
8699548094408,MED053
8699548094682,MED830
8699548095566,MED830
8699548095573,MED830
8699548151637,MED1029
8699548152702,MED1028
8699548152719,MED1028
8699548570759,MED450
8699552010562,MED251
8699552010616,MED249
8699552010623,MED249
8699552010630,MED249
8699552010647,MED249
8699552030058,MED262
8699552030065,MED262
8699552030072,MED262
8699552030089,MED262
8699552090458,MED250
8699552090465,MED250
8699552090472,MED251
8699552090489,MED251
8699552090892,MED250
8699552090915,MED1017
8699552120315,MED866
8699559010039,MED1106
8699559010046,MED1106
8699559010145,MED304
8699559030020,MED527
8699559090024,MED458
8699559090321,MED734
8699559090345,MED693
8699559090475,MED693
8699559090499,MED697
8699559090772,MED1034
8699559090789,MED1034
8699559090857,MED1034
8699559570021,MED524
8699559570069,MED525
8699559570144,MED524
8699559750010,MED458
8699560010769,MED361
8699560090020,MED771
8699561380229,MED907
8699563544902,MED566
8699563546029,MED564
8699563604958,MED565
8699564012509,MED038
8699564012554,MED482
8699565090049,MED1119
8699565090056,MED1119
8699565090087,MED1119
8699565090094,MED1119
8699566013221,MED974
8699566013245,MED974
8699566013269,MED974
8699566015751,MED860
8699566015768,MED860
8699566015775,MED860
8699566091120,MED1129
8699566091137,MED1129
8699566091151,MED1129
8699566091168,MED1129
8699566093131,MED383
8699566093155,MED384
8699566093384,MED584
8699566093391,MED584
8699566125429,MED174
8699566155600,MED629
8699566205794,MED860
8699566344288,MED444
8699566354379,MED1148
8699566484359,MED1148
8699566515008,MED444
8699566753103,MED964
8699566755107,MED444
8699567090054,MED682
8699567270036,MED683
8699567300016,MED783
8699567570020,MED917
8699567570037,MED911
